id,nom,type,cuisine,origine,temps_preparation,temps_cuisson,nb_personnes,nombre_etapes,instructions,methodes_cuisson,ustensiles,image_path,calories,valeur_nutritionnelle,empreinte_carbone
4878,Poulet mexicain rapide et facile,['Dîner'],['Monde'],Fusion/Monde,15.0,25.0,4,3,"Rassemblez les ingrédients. Préchauffez le four à 190 °C (375 °F). Faites chauffer une poêle légèrement huilée à feu moyen. Frottez les morceaux de poulet avec l'ail, le sel, le poivre et le cumin selon votre goût, puis déposez-les dans la poêle chaude. Faites-les cuire jusqu'à ce qu'ils soient bien dorés des deux côtés et qu'il n'y ait plus de traces de rose, soit environ 10 à 15 minutes. Transférez le poulet dans un plat allant au four de 23 x 33 cm (9 x 13 pouces), nappez de salsa et de fromage, puis enfournez dans le four préchauffé jusqu'à ce que le fromage soit fondu et gratiné, soit environ 15 à 20 minutes.",['cuire'],"['plat à four', 'poêle', 'four']",https://www.allrecipes.com/recipe/8597/quick-and-easy-mexican-chicken/,264 kcal,"""{""""Carbohydrates"""": """"5 g"""", """"Cholesterol"""": """"98 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"35 g"""", """"Saturated Fat"""": """"6 g"""", """"Sodium"""": """"641 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"11 g"""", """"Unsaturated Fat"""": """"0 g""""}""",28.29
4879,Goulash de dinde,['Dîner'],['Monde'],Fusion/Monde,15.0,30.0,8,3,"Dans une grande poêle à feu moyen, faites dorer la dinde. Incorporez les tomates concassées, l'ail, la sauce tomate, le sucre et le basilic, puis laissez mijoter environ 20 minutes. Portez à ébullition une grande casserole d'eau légèrement salée. Ajoutez les pâtes et faites-les cuire 8 à 10 minutes, ou jusqu'à ce qu'elles soient al dente, puis égouttez-les. Mélangez les pâtes et la préparation à la dinde, mélangez bien et servez.","['bouillir', 'mijoter']","['pot', 'poêle']",https://www.allrecipes.com/recipe/18783/turkey-goulash/,311 kcal,"""{""""Carbohydrates"""": """"47 g"""", """"Cholesterol"""": """"45 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"18 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"325 mg"""", """"Sugar"""": """"6 g"""", """"Fat"""": """"6 g"""", """"Unsaturated Fat"""": """"0 g""""}""",14.46
4880,"Salade de noix de cajou, poires et raisins au curry",['Déjeuner'],['Monde'],Fusion/Monde,30.0,15.0,6,5,"Dans une grande poêle sèche, à feu moyen-vif, faites griller les noix de cajou jusqu'à ce qu'elles soient dorées, environ 5 minutes. Réservez-les dans un plat pour qu'elles refroidissent légèrement. Remettez la poêle sur feu moyen-vif et faites cuire les tranches de bacon jusqu'à ce qu'elles soient croustillantes des deux côtés, environ 7 minutes. Retirez le bacon à l'aide d'une écumoire et épongez le gras avec du papier absorbant. Hachez grossièrement le bacon et réservez. Dans un saladier moyen, mélangez le beurre, le romarin, le curry, la cassonade, le sel, le poivre de Cayenne et les noix de cajou grillées. Réservez. Dans un petit bol, mélangez le vinaigre de vin blanc, la moutarde et le miel. Incorporez lentement l'huile d'olive en fouettant et assaisonnez de sel et de poivre. Dans un grand saladier, mélangez la vinaigrette avec la salade verte, les tranches de poire, les raisins et le bacon, puis parsemez du mélange de noix.",['griller'],"['poêle', 'fouet']",https://www.allrecipes.com/recipe/81565/curried-cashew-pear-and-grape-salad/,372 kcal,"""{""""Carbohydrates"""": """"21 g"""", """"Cholesterol"""": """"12 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"6 g"""", """"Saturated Fat"""": """"6 g"""", """"Sodium"""": """"624 mg"""", """"Sugar"""": """"13 g"""", """"Fat"""": """"31 g"""", """"Unsaturated Fat"""": """"0 g""""}""",51.6
4881,Casserole de poulet et riz du chef John,['Dîner'],['Fusion'],Fusion/Monde,30.0,60.0,8,8,"Dans un grand saladier, mélanger le yaourt, le zeste et le jus de citron vert, le sel, le paprika, le cumin, la coriandre, le piment de Cayenne, le poivre blanc, la cardamome, la cannelle et le quatre-épices pour la marinade. Inciser chaque morceau de poulet (cuisses et pilons) d'une ou deux entailles, jusqu'à l'os. Ajouter le poulet à la marinade au yaourt et bien mélanger. Envelopper dans du film alimentaire et laisser mariner au réfrigérateur de 4 à 8 heures. Préchauffer le four à 230 °C (thermostat 6). Graisser légèrement un plat à gratin de 23 x 33 cm. Broyer le safran au mortier. Verser 60 ml de bouillon de poulet et mélanger. Dans une casserole, faire fondre le beurre non salé avec le sel. Verser les 500 ml de bouillon de poulet restants et le mélange bouillon-safran. Porter à ébullition à feu vif. Ajouter le riz basmati et mélanger. Baisser le feu, couvrir et laisser mijoter doucement. Ne pas remuer pendant la cuisson (15 minutes). Éteindre le feu et laisser reposer 10 minutes. Pendant que le riz est encore chaud, le transférer dans le plat à gratin préparé. Égrainer le riz à la fourchette en l'étalant délicatement en une couche uniforme. Disposer les morceaux de poulet, peau vers le haut, sur le riz. Arroser d'huile d'olive et saler. Faire rôtir au centre du four préchauffé jusqu'à ce que le poulet ne soit plus rosé à cœur et que le jus soit clair, environ 45 minutes. La température à cœur, mesurée à l'aide d'un thermomètre à lecture instantanée inséré dans la partie la plus épaisse de la cuisse, près de l'os, doit atteindre 74 °C (165 °F). Pendant la cuisson du poulet, mélanger le yaourt, l'ail, les oignons verts, la menthe, la coriandre, le sel et l'eau pour la sauce. Réserver au réfrigérateur. Servir le poulet et le riz dans une assiette et napper de sauce.","['bouillir', 'mijoter', 'rôtir', 'réduire']","['plat à gratin', 'thermomètre', 'mortier', 'fouet', 'casserole', 'four']",https://www.allrecipes.com/recipe/283422/exotic-chicken-and-rice-casserole/,362 kcal,"""{""""Carbohydrates"""": """"32 g"""", """"Cholesterol"""": """"72 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"24 g"""", """"Saturated Fat"""": """"5 g"""", """"Sodium"""": """"1126 mg"""", """"Sugar"""": """"3 g"""", """"Fat"""": """"15 g"""", """"Unsaturated Fat"""": """"0 g""""}""",50.71
4882,Sloppy Joes polonais,"['Dîner', 'Déjeuner']",['Inspiré'],Fusion/Monde,20.0,60.0,20,1,"Émiettez le bœuf haché dans une grande poêle à feu moyen-vif. Faites-le cuire en remuant jusqu'à ce qu'il ne soit plus rosé. Versez la choucroute et le bouillon de poulet, puis ajoutez le poivron vert, le céleri et l'oignon. Laissez mijoter pendant au moins une heure. Salez et poivrez à votre goût et servez sur un bon petit pain ou un pain semmel (Kaiser).",['mijoter'],['poêlon'],https://www.allrecipes.com/recipe/100094/polish-sloppy-joes/,148 kcal,"""{""""Carbohydrates"""": """"3 g"""", """"Cholesterol"""": """"49 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"14 g"""", """"Saturated Fat"""": """"3 g"""", """"Sodium"""": """"545 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"9 g"""", """"Unsaturated Fat"""": """"0 g""""}""",12.14
4883,Casserole de tortillas au poulet,['Dîner'],['Monde'],Fusion/Monde,30.0,90.0,8,4,"Mélangez la salsa, les deux soupes condensées, le lait et l'oignon dans un bol. Versez le bouillon de poulet au fond d'un plat allant au four de 23 x 33 cm. Disposez les ingrédients en couches successives jusqu'à remplir le plat : lanières de tortilla, poulet, puis le mélange de soupe. Une fois les couches terminées, parsemez de cheddar râpé. Couvrez et réfrigérez pendant 24 heures. Préchauffez le four à 150 °C (thermostat 6). Sortez le plat du réfrigérateur. Faites cuire à découvert au four préchauffé pendant 1 heure à 1 heure et demie.",['cuire'],"['four', 'plat à four']",https://www.allrecipes.com/recipe/8542/chicken-tortilla-casserole/,365 kcal,"""{""""Carbohydrates"""": """"25 g"""", """"Cholesterol"""": """"66 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"22 g"""", """"Saturated Fat"""": """"9 g"""", """"Sodium"""": """"1083 mg"""", """"Sugar"""": """"5 g"""", """"Fat"""": """"20 g"""", """"Unsaturated Fat"""": """"0 g""""}""",71.85
4884,Wrap polynésien épicé,['Déjeuner'],['Monde'],Fusion/Monde,20.0,30.0,10,5,"Placez le poulet et le lait de coco dans un bol et laissez mariner au réfrigérateur pendant 1 heure. Dans une casserole, portez le riz et l'eau à ébullition. Couvrez, baissez le feu et laissez mijoter 20 minutes. Dans un petit bol, mélangez la farine, la poudre de curry et le sel à l'ail. Égouttez le poulet et jetez la marinade. Enrobez le poulet du mélange de farine. Faites chauffer l'huile dans une poêle à feu moyen et faites cuire les lanières de poulet panées 5 minutes de chaque côté, ou jusqu'à ce qu'elles soient dorées et que le jus soit clair. Arrosez le poulet de jus de citron vert et jetez les citrons verts. Sur chaque tortilla, répartissez équitablement le riz, le poulet, la noix de coco et les oignons verts. Roulez comme un burrito.","['réduire', 'mijoter', 'bouillir']","['pot', 'poêle']",https://www.allrecipes.com/recipe/73331/spicy-polynesian-wrap/,735 kcal,"""{""""Carbohydrates"""": """"71 g"""", """"Cholesterol"""": """"55 mg"""", """"Fiber"""": """"5 g"""", """"Protein"""": """"31 g"""", """"Saturated Fat"""": """"15 g"""", """"Sodium"""": """"1048 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"37 g"""", """"Unsaturated Fat"""": """"0 g""""}""",57.44
4885,Thon poêlé à la vinaigrette aux agrumes et aux herbes,['Entrée'],['Fusion'],Fusion/Monde,40.0,20.0,4,6,"Mélangez 125 ml d'huile d'olive, 1 cuillère à soupe de persil et des flocons de piment rouge. Enrobez le thon de marinade et laissez mariner 30 minutes. Versez le vinaigre, le jus d'orange, le jus de citron, le jus de citron vert et la sauce soja dans le bol d'un blender. Ajoutez l'échalote, 1 cuillère à soupe de persil, le thym, l'aneth, le miel, la moutarde de Dijon, le piment jalapeño et le gingembre. Mixez à vitesse maximale jusqu'à obtenir une consistance lisse, puis ajoutez 175 ml d'huile d'olive en un filet régulier, tout en mixant. Assaisonnez de sel et de poivre et réservez. Portez une grande casserole d'eau salée à ébullition à feu vif. Remplissez un autre grand récipient avec moitié glaçons, moitié eau froide et réservez. Ajoutez les haricots verts à l'eau bouillante et faites-les cuire 35 à 40 secondes, jusqu'à ce qu'ils soient tendres. Retirez-les de l'eau et plongez-les immédiatement dans l'eau glacée pour les refroidir. Blanchissez ensuite les carottes 1 minute 30 environ, jusqu'à ce qu'elles soient tendres, puis plongez-les dans l'eau glacée. Une fois les légumes refroidis, égouttez-les et séchez-les. Placez-les dans un grand saladier et mélangez-les avec les tomates coupées en deux, les olives, l'oignon et le cerfeuil mis de côté. Faites chauffer une poêle à fond épais à feu vif. Retirez les pavés de thon de la marinade et essuyez l'excédent. Assaisonnez le thon de sel et de poivre, puis saisissez-le dans la poêle chaude jusqu'à la cuisson désirée, environ 1 minute de chaque côté pour une cuisson saignante. Pour le dressage, mélangez la salade de légumes avec suffisamment de vinaigrette pour bien l'enrober. Répartissez la salade dans 4 assiettes et déposez un pavé de thon saisi sur chacune. Arrosez d'un filet de vinaigrette avant de servir.","['bouillir', 'saisir', 'blanchir']","['poêle', 'casserole', 'mixeur']",https://www.allrecipes.com/recipe/103888/pan-seared-tuna-with-citrus-herb-vinaigrette/,696 kcal,"""{""""Carbohydrates"""": """"22 g"""", """"Cholesterol"""": """"77 mg"""", """"Fiber"""": """"4 g"""", """"Protein"""": """"43 g"""", """"Saturated Fat"""": """"7 g"""", """"Sodium"""": """"635 mg"""", """"Sugar"""": """"9 g"""", """"Fat"""": """"49 g"""", """"Unsaturated Fat"""": """"0 g""""}""",190.67
4886,Sauté de porc aux pêches,['Dîner'],['Monde'],Fusion/Monde,30.0,20.0,4,2,"Dans un saladier ou un plat à gratin, mélangez le jus de citron, la sauce soja, le gingembre moulu et l'ail en poudre. Placez le porc dans le plat, couvrez et laissez mariner au réfrigérateur pendant plusieurs heures ou toute une nuit. Faites chauffer l'huile dans un wok à feu moyen-vif. Ajoutez le porc, la marinade et l'oignon, et faites cuire en remuant constamment jusqu'à ce que la viande soit bien cuite. Incorporez la carotte et le brocoli, et laissez cuire quelques minutes. Ajoutez ensuite les pêches avec leur jus, et portez à ébullition. Saupoudrez de farine et mélangez. Laissez mijoter en remuant jusqu'à ce que la sauce épaississe. Servez sur du riz ou des nouilles.",['bouillir'],"['plat en cocotte', 'wok']",https://www.allrecipes.com/recipe/42653/pork-with-peaches-stir-fry/,307 kcal,"""{""""Carbohydrates"""": """"23 g"""", """"Cholesterol"""": """"73 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"27 g"""", """"Saturated Fat"""": """"4 g"""", """"Sodium"""": """"981 mg"""", """"Sugar"""": """"14 g"""", """"Fat"""": """"12 g"""", """"Unsaturated Fat"""": """"0 g""""}""",22.98
4887,Poulet au sésame cuit au four,['Dîner'],['Monde'],Fusion/Monde,5.0,40.0,4,4,"Préchauffez le four à 200 °C (thermostat 6). Versez la sauce soja dans un plat allant au four de 23 x 33 cm. Sur une feuille de papier sulfurisé, mélangez les graines de sésame, la farine, le sel et le poivre. Trempez les morceaux de poulet dans la sauce soja pour bien les enrober, puis panez-les dans le mélange de graines de sésame. Disposez-les en une seule couche dans le plat, puis arrosez de beurre fondu. Faites cuire au four préchauffé pendant environ 40 minutes, ou jusqu'à ce que le poulet soit bien cuit et tendre et que le jus qui s'en écoule soit clair. Arrosez le poulet une fois avec le jus de cuisson. Garnissez le poulet de graines de sésame supplémentaires si désiré et servez.",['cuire'],"['plat à four', 'four']",https://www.allrecipes.com/recipe/19126/baked-sesame-chicken/,252 kcal,"""{""""Carbohydrates"""": """"6 g"""", """"Cholesterol"""": """"82 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"27 g"""", """"Saturated Fat"""": """"5 g"""", """"Sodium"""": """"697 mg"""", """"Sugar"""": """"0 g"""", """"Fat"""": """"13 g"""", """"Unsaturated Fat"""": """"0 g""""}""",24.15
4888,"Soupe de nouilles au poulet d'Angela, d'inspiration asiatique",['Déjeuner'],['Monde'],Fusion/Monde,15.0,15.0,4,1,"Dans une grande casserole, portez l'eau à ébullition. Émiettez les nouilles et incorporez-les à l'eau bouillante, en conservant le sachet d'assaisonnement. Ajoutez le poulet, le bok choy et la carotte. Portez de nouveau à ébullition, puis baissez le feu et laissez mijoter 3 minutes. Incorporez le contenu du sachet d'assaisonnement et l'huile de sésame.","['réduire', 'mijoter', 'bouillir']","['casserole', 'pot']",https://www.allrecipes.com/recipe/25757/angelas-asian-inspired-chicken-noodle-soup/,218 kcal,"""{""""Carbohydrates"""": """"15 g"""", """"Cholesterol"""": """"53 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"23 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"287 mg"""", """"Sugar"""": """"1 g"""", """"Fat"""": """"7 g"""", """"Unsaturated Fat"""": """"0 g""""}""",26.79
4889,Ailes de poulet cuites au four faciles,"['Amuse-bouche', 'En-cas']",['Monde'],Fusion/Monde,30.0,60.0,6,4,"Préchauffez le four à 175 °C (350 °F). Versez l'œuf battu dans un plat peu profond ou un bol, et faites de même avec la farine. Faites chauffer l'huile et la margarine dans une grande poêle profonde à feu moyen-vif. Trempez les ailes de poulet dans l'œuf battu, puis dans la farine, et faites-les frire jusqu'à ce qu'elles soient dorées et croustillantes. Disposez les ailes dorées dans un plat allant au four de 28 x 35 cm (11 x 14 pouces). Pour la sauce : dans un petit bol, mélangez la sauce soja, l'eau, le sucre, le vinaigre et le glutamate monosodique (MSG). Mélangez bien et versez la sauce sur le poulet. Faites cuire au four préchauffé pendant 1 heure.","['cuire au four', 'frire']","['plat à four', 'four', 'poêle']",https://www.allrecipes.com/recipe/25187/easy-baked-chicken-wings/,595 kcal,"""{""""Carbohydrates"""": """"76 g"""", """"Cholesterol"""": """"110 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"20 g"""", """"Saturated Fat"""": """"5 g"""", """"Sodium"""": """"1523 mg"""", """"Sugar"""": """"67 g"""", """"Fat"""": """"23 g"""", """"Unsaturated Fat"""": """"0 g""""}""",25.15
4890,Riz aux herbes de Provence,"['Dîner', 'Accompagnement']",['Monde'],Fusion/Monde,5.0,25.0,4,1,"Dans une casserole moyenne, portez à ébullition le bouillon de poulet, le riz, les herbes de Provence, le sel et le poivre noir. Mélangez. Baissez le feu à doux, couvrez et laissez mijoter jusqu'à ce que le riz soit tendre et que le liquide soit absorbé, environ 20 minutes. Égrainez à la fourchette et servez.","['bouillir', 'mijoter', 'réduire']",['casserole'],https://www.allrecipes.com/recipe/89408/rice-with-herbes-de-provence/,169 kcal,"""{""""Carbohydrates"""": """"37 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"1 g"""", """"Protein"""": """"3 g"""", """"Saturated Fat"""": """"0 g"""", """"Sodium"""": """"82 mg"""", """"Sugar"""": """"0 g"""", """"Fat"""": """"0 g"""", """"Unsaturated Fat"""": """"0 g""""}""",16.95
4891,Salade d'artichauts,['Déjeuner'],['Monde'],Fusion/Monde,20.0,25.0,4,5,"Préparation de la salade : Vaporisez une grande poêle d’huile et faites-la chauffer à feu moyen. Ajoutez le riz et le mélange de vermicelles et faites-les revenir jusqu’à ce que les vermicelles soient dorés, pendant 2 à 4 minutes. Incorporez lentement l’eau et le sachet d’assaisonnement et portez à ébullition. Couvrez, baissez le feu et laissez mijoter jusqu’à ce que le riz soit tendre, pendant 15 à 20 minutes. Retirez du feu et transférez dans un saladier. Placez au réfrigérateur pour laisser refroidir. Préparation de la vinaigrette : Dans un bol, fouettez ensemble la mayonnaise, la sauce Worcestershire, le jus de citron, la poudre de curry et la sauce piquante. Finition de la salade : Dans un saladier, mélangez les cœurs d’artichauts, les oignons verts, le poivron et les olives. Sortez le riz du réfrigérateur et ajoutez-le au mélange de légumes. Versez la vinaigrette et mélangez bien. Réfrigérez pendant au moins 1 heure avant de servir.","['bouillir', 'mijoter', 'sauter', 'réduire']","['poêle', 'fouet']",https://www.allrecipes.com/recipe/14301/artichoke-salad-i/,608 kcal,"""{""""Carbohydrates"""": """"64 g"""", """"Cholesterol"""": """"10 mg"""", """"Fiber"""": """"4 g"""", """"Protein"""": """"8 g"""", """"Saturated Fat"""": """"6 g"""", """"Sodium"""": """"1872 mg"""", """"Sugar"""": """"4 g"""", """"Fat"""": """"39 g"""", """"Unsaturated Fat"""": """"0 g""""}""",54.08
4892,"Chorizo ​​portugais, haricots et riz","['Dîner', 'Déjeuner']","['Portugais', 'Fusion']",Fusion/Monde,10.0,30.0,2,3,"Portez l'eau à ébullition dans une casserole, ajoutez le riz, baissez le feu, couvrez et laissez cuire jusqu'à absorption complète de l'eau, environ 30 minutes. Pendant ce temps, faites chauffer l'huile dans une poêle à feu moyen. Faites revenir le chorizo ​​dans l'huile chaude pendant 2 minutes. Ajoutez les oignons et l'ail et poursuivez la cuisson jusqu'à ce que les légumes soient tendres et le chorizo ​​doré, 5 à 7 minutes. Incorporez la sauce tomate au mélange de chorizo. Baissez le feu. Assaisonnez avec les flocons de piment rouge, les herbes italiennes, le sel et le poivre. Laissez mijoter jusqu'à ce que le tout soit bien chaud, 10 à 15 minutes. Ajoutez les fèves et poursuivez la cuisson 2 à 3 minutes, juste le temps qu'elles soient chaudes. Servez sur le riz.","['bouillir', 'mijoter', 'réduire']","['poêle', 'marmite']",https://www.allrecipes.com/recipe/215664/portuguese-chourico-beans-and-rice/,722 kcal,"""{""""Carbohydrates"""": """"109 g"""", """"Cholesterol"""": """"21 mg"""", """"Fiber"""": """"9 g"""", """"Protein"""": """"19 g"""", """"Saturated Fat"""": """"5 g"""", """"Sodium"""": """"1434 mg"""", """"Sugar"""": """"9 g"""", """"Fat"""": """"24 g"""", """"Unsaturated Fat"""": """"0 g""""}""",19.96
4893,Macaronis au fromage et kimchi,['Dîner'],['Monde'],Fusion/Monde,10.0,35.0,16,7,"Porter à ébullition une grande casserole d'eau légèrement salée. Cuire les macaronis dans l'eau bouillante, en remuant de temps en temps, jusqu'à ce qu'ils soient tendres mais encore fermes sous la dent, environ 8 minutes. Rincer les macaronis à l'eau froide et réserver. Préchauffer le four à 200 °C (thermostat 6). Beurrer un plat à gratin de 4 litres avec 1 cuillère à soupe de beurre. Faire fondre 3 cuillères à soupe de beurre au micro-ondes et mélanger avec la chapelure. Faire chauffer le lait dans une casserole à feu moyen jusqu'à ce qu'il soit chaud. Faire fondre 2 cuillères à soupe de beurre dans une grande poêle à bords hauts à feu moyen. Ajouter la farine dès que le beurre mousse et fouetter pendant 1 minute. Verser lentement le lait chaud. Fouetter jusqu'à ce que la sauce épaississe légèrement. Retirer la sauce du feu et incorporer le cheddar et le Monterey Jack râpés. Ajouter les macaronis et remuer pour bien les enrober. Incorporer le kimchi égoutté. Saler et poivrer. Verser dans le plat à gratin préparé. Parsemer de chapelure beurrée. Cuire au four. « Préchauffer le four jusqu'à ce que le dessus soit doré, environ 20 minutes. »","['cuire au four', 'cuire au micro-ondes', 'bouillir']","['casserole', 'poêle', 'fouet', 'plat à gratin', 'micro-ondes', 'four', 'pot']",https://www.allrecipes.com/recipe/268906/kimchi-mac-and-cheese/,365 kcal,"""{""""Carbohydrates"""": """"34 g"""", """"Cholesterol"""": """"55 mg"""", """"Fiber"""": """"2 g"""", """"Protein"""": """"17 g"""", """"Saturated Fat"""": """"12 g"""", """"Sodium"""": """"720 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"19 g"""", """"Unsaturated Fat"""": """"0 g""""}""",59.24
4894,Challah en vitesse,['Dîner'],['Monde'],Fusion/Monde,25.0,20.0,30,5,"Dans un bol moyen, mélanger l'eau tiède, la margarine fondue, le sucre et 3 œufs battus. Dans un grand bol, mélanger la levure, le sel et 7 tasses de farine. Incorporer graduellement les ingrédients liquides et mélanger jusqu'à ce que la pâte se forme. Pétrir la pâte sur une surface farinée avec le reste de la farine jusqu'à ce qu'elle soit lisse. Diviser la pâte en 2 gros morceaux. Diviser chaque morceau en 3 morceaux. Rouler chaque morceau en un boudin de 2 cm d'épaisseur et tresser 3 brins ensemble. Répéter l'opération. Déposer les boules de pâte sur des plaques à pâtisserie graissées. Badigeonner les biscuits avec le reste d'œuf battu. Ajouter des graines de pavot ou de sésame, si désiré. Laisser lever dans un endroit chaud jusqu'à ce que la pâte ait doublé de volume. Cuire au four préchauffé à 165 °C (325 °F) pendant 20 à 30 minutes.",['cuire'],['four'],https://www.allrecipes.com/recipe/7236/challah-in-a-hurry/,91 kcal,"""{""""Carbohydrates"""": """"6 g"""", """"Cholesterol"""": """"25 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"1 g"""", """"Saturated Fat"""": """"1 g"""", """"Sodium"""": """"157 mg"""", """"Sugar"""": """"5 g"""", """"Fat"""": """"7 g"""", """"Unsaturated Fat"""": """"0 g""""}""",57.76
4895,Côtes de Kalbi,['Dîner'],['Inspiré'],Fusion/Monde,15.0,10.0,6,3,"Dans un grand bol en verre ou en céramique, fouettez l'eau, le sucre, la sauce soja, l'huile de sésame, l'ail et le gingembre. Ajoutez les côtes de bœuf et mélangez pour bien les enrober. Couvrez le bol de film alimentaire et laissez mariner au réfrigérateur pendant 8 heures ou toute une nuit. Préchauffez un barbecue à feu moyen-vif et huilez légèrement la grille. Retirez les côtes de la marinade en laissant égoutter l'excédent et jetez la marinade restante. Faites cuire sur le barbecue préchauffé jusqu'à ce qu'elles soient bien dorées, 3 à 4 minutes de chaque côté. La température à cœur, mesurée à l'aide d'un thermomètre à lecture instantanée, doit être de 63 °C (145 °F).",['gril'],"['grill', 'fouet', 'thermomètre']",https://www.allrecipes.com/recipe/246646/kalbi-ribs/,447 kcal,"""{""""Carbohydrates"""": """"28 g"""", """"Cholesterol"""": """"62 mg"""", """"Fiber"""": """"0 g"""", """"Protein"""": """"16 g"""", """"Saturated Fat"""": """"12 g"""", """"Sodium"""": """"1838 mg"""", """"Sugar"""": """"26 g"""", """"Fat"""": """"30 g"""", """"Unsaturated Fat"""": """"0 g""""}""",9.79
4896,Poulet aux framboises facile avec riz à la noix de coco,['Dîner'],['Monde'],Fusion/Monde,15.0,25.0,4,3,"Dans une grande casserole, portez à ébullition l'eau, le lait de coco, le gingembre et le riz. Couvrez et laissez mijoter en remuant de temps en temps jusqu'à ce que tout le liquide soit absorbé. Pendant ce temps, dans un sac plastique refermable, mélangez la farine, le poivre citronné et le poulet. Secouez pour bien enrober. Faites chauffer l'huile dans une grande poêle à feu moyen. Faites revenir les lanières de poulet et le romarin en les retournant de temps en temps, jusqu'à ce qu'ils soient dorés. Retirez les morceaux de poulet de la poêle et réservez-les. Versez le vinaigre de framboise dans la poêle et laissez mijoter jusqu'à réduction de moitié. Remettez le poulet dans la poêle et poursuivez la cuisson jusqu'à absorption complète du liquide. Servez avec du riz au lait de coco.","['mijoter', 'frire', 'bouillir']","['poêle', 'casserole', 'poêle']",https://www.allrecipes.com/recipe/79928/easy-raspberry-chicken-with-coconut-rice/,589 kcal,"""{""""Carbohydrates"""": """"52 g"""", """"Cholesterol"""": """"86 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"37 g"""", """"Saturated Fat"""": """"9 g"""", """"Sodium"""": """"439 mg"""", """"Sugar"""": """"4 g"""", """"Fat"""": """"25 g"""", """"Unsaturated Fat"""": """"0 g""""}""",40.31
4897,Bœuf au brocoli I,['Dîner'],['Monde'],Fusion/Monde,15.0,15.0,4,2,"Dans un petit bol, mélanger la farine, le bouillon, le sucre et la sauce soja. Remuer jusqu'à ce que le sucre et la farine soient dissous. Dans une grande poêle ou un wok à feu vif, faire revenir le bœuf pendant 2 à 4 minutes, ou jusqu'à ce qu'il soit doré. Incorporer le mélange de bouillon, le gingembre, l'ail et le brocoli. Porter à ébullition, puis baisser le feu. Laisser mijoter de 5 à 10 minutes, ou jusqu'à ce que la sauce épaississe.","['réduire', 'mijoter', 'bouillir']","['wok', 'poêle']",https://www.allrecipes.com/recipe/20593/broccoli-beef-i/,178 kcal,"""{""""Carbohydrates"""": """"19 g"""", """"Cholesterol"""": """"39 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"19 g"""", """"Saturated Fat"""": """"1 g"""", """"Sodium"""": """"755 mg"""", """"Sugar"""": """"8 g"""", """"Fat"""": """"3 g"""", """"Unsaturated Fat"""": """"0 g""""}""",25.46
4898,Jus d'orange Tzimmes,"['Dîner', 'Accompagnement']",['Monde'],Fusion/Monde,10.0,65.0,6,3,« Placez les carottes et les pruneaux dans une casserole. Recouvrez les légumes de jus d'orange. Portez à ébullition et laissez bouillir 10 minutes. Incorporez le sucre et le beurre. Laissez mijoter doucement pendant 1 heure ou jusqu'à ce que le liquide soit presque absorbé. Saupoudrez de zeste de citron et de gingembre et laissez mijoter encore 5 minutes. »,"['mijoter', 'bouillir']",['pot'],https://www.allrecipes.com/recipe/17298/orange-juice-tzimmes/,255 kcal,"""{""""Carbohydrates"""": """"47 g"""", """"Cholesterol"""": """"20 mg"""", """"Fiber"""": """"5 g"""", """"Protein"""": """"2 g"""", """"Saturated Fat"""": """"5 g"""", """"Sodium"""": """"123 mg"""", """"Sugar"""": """"35 g"""", """"Fat"""": """"8 g"""", """"Unsaturated Fat"""": """"0 g""""}""",22.14
